source,published,topic,title,summary,link
WHO,2025-10-17 08:54:06+00:00,Vaccination,"Health Works Leaders Coalition launched to promote health system investments and spur economic growth, job creation","<p>The World Bank Group, the Government of Japan, and the World Health Organization officially launched the <a href=""https://www.worldbank.org/en/programs/health-works/leaders-coalition"" target=""_blank"">Health Works Leaders Coalition</a>. This global alliance brings together health and finance ministers, philanthropic organizations, business leaders, leaders of global health agencies, and civil society representatives with the aim of promoting investments in health systems as a strategy for economic growth, job creation, and improved resilience.</p><p>The Leaders Coalition is central to <a href=""https://www.worldbank.org/en/programs/health-works"" target=""_blank"">Health Works</a>, a broader, global initiative led by the World Bank Group and partners to <a href=""https://www.worldbank.org/en/news/factsheet/2024/04/18/expanding-health-services-to-1-5-billion-people"" target=""_blank"">help countries reach 1.5&nbsp;billion people with quality, affordable health services by 2030</a>.</p><p>The Coalition aims to mobilize domestic and international investments, catalyse reform, and align partners behind scalable, government-led priorities. The Coalition is not a funding mechanism, but rather a coordinated effort to drive bold, high-impact action on health reform globally. During the inaugural meeting, held during the World Bank Group Annual Meetings, it was announced that an initial group of 21 countries will develop National Health Compacts &ndash; government-led agreements that will lay out bold reforms, investment priorities, shared accountability and unlock resources for expanding access to quality, affordable health care.</p><p>Reform priorities range from free health checkups and expansion of health insurance in Indonesia to developing a pharmaceutical strategy in Mexico aimed at creating 60&nbsp;000 jobs through private sector partnerships.</p><p>The first compacts, representing a range of income levels and geographic regions, are scheduled for formal launch at the <a href=""https://www.worldbank.org/en/programs/health-works/news-n-events"" target=""_blank"">UHC High-Level Forum in Tokyo in December 2025</a>.</p><p>The Government of Japan also announced the first group of eight countries participating in the inaugural programme of the UHC Knowledge Hub in Tokyo &ndash; a new platform designed to support national policy-makers from developing countries through capacity-building and knowledge sharing.</p><p>&ldquo;Strengthening health systems in developing countries depends on cultivating health financing expertise within both health and finance ministries,&rdquo; said Atsushi Mimura, Vice Minister of Finance for International Affairs at Japan&rsquo;s Ministry of Finance. &ldquo;Through targeted training programmes, the UHC Knowledge Hub will share Japan&rsquo;s experience to build institutional capacity and support tangible reforms in health financing.&rdquo;</p><p>&ldquo;Sharp cuts in overseas aid are impacting health services in many nations,&rdquo; said Dr Tedros Adhanom Ghebreyesus, WHO Director-General. &ldquo;But affected countries are rising to the challenge, shifting from heavy reliance on overseas assistance to greater ownership over their health systems and futures. We must support countries to mobilize domestic resources for their health systems, especially for primary care services, and to protect the poorest from financial hardship by reducing out-of-pocket spending.&rdquo;</p><p>&ldquo;Our goal is ambitious: to help countries deliver quality, affordable health services to 1.5&nbsp;billion people by 2030. No single institution, government, or philanthropist can achieve that alone,&rdquo; said Ajay Banga, World Bank Group President. &ldquo;But with aligned purpose and shared effort, it is possible. If we get this right, we can make real impact &ndash; improving health, transforming lives, strengthening economies &ndash; and creating jobs. This effort is as much an ingredient of our jobs agenda as it is a health initiative.&rdquo;<br />&nbsp;</p><p><strong>Health Work Leaders Coalition Members:</strong></p><ul><li>Egypt</li><li>Ethiopia</li><li>GAVI, The Vaccine Alliance</li><li>Indonesia</li><li>Kenya</li><li>Nigeria</li><li>Philippines</li><li>Seed Global Health</li><li>Sierra Leone</li><li>Saint Lucia</li><li>The Global Fund to Fight AIDS, Tuberculosis and Malaria</li><li>The Susan Thompson Buffett Foundation</li><li>United Kingdom</li><li>WACI Health</li><li>Wellcome Trust</li></ul><p><br /><strong>National Health Compact Countries:</strong></p><table><colgroup><col /><col /><col /></colgroup>
 <tbody><tr><td>&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Bangladesh<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Cambodia<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Cote D&rsquo;Ivoire<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Egypt<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Ethiopia<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Fiji<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; India </td><td>&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Indonesia<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Kenya<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Mexico<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Morocco<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Nigeria<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Philippines<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Saint Lucia<br />&nbsp; </td><td>&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Sierra Leone<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Syria<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Tajikistan<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Tanzania<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Uganda<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Uzbekistan<br />&middot;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Zambia<br />&nbsp; </td></tr></tbody></table><p><strong>Initial UHC Knowledge Hub Countries:</strong></p><p>Cambodia, Egypt, Ethiopia, Ghana, Indonesia, Kenya, Nigeria, Philippines</p><p>&nbsp;</p>",https://www.who.int/news/item/17-10-2025-health-works-leaders-coalition-launched-to-promote-health-system-investments-and-spur-economic-growth-job-creation
WHO,2025-10-14 12:27:10+00:00,Pandemic,WHO and the European Union launch collaboration to advance digitized health systems in sub-Saharan Africa,The World Health Organization (WHO) and the European Union (EU) announced today a new agreement to support the digital transformation of health systems and wider adoption of WHO’s Global Digital Health Certification Network (GDHCN) in sub-Saharan Africa. This EU–WHO partnership will improve pandemic preparedness and accelerate progress towards better health and well-being for all.,https://www.who.int/news/item/14-10-2025-who-and-the-european-union-launch-collaboration-to-advance-digitized-health-systems-in-sub-saharan-africa
WHO,2025-10-13 14:50:51+00:00,Pandemic,WHO upgrades its public health intelligence system to boost global health security,"Today, the World Health Organization (WHO), in collaboration with key partners and supporters, launched version 2.0 of the Epidemic Intelligence from Open Sources (EIOS) system, used globally for the early detection of public health threats.",https://www.who.int/news/item/13-10-2025-who-upgrades-its-public-health-intelligence-system-to-boost-global-health-security
WHO,2025-10-13 09:41:18+00:00,Other,11 million lives lost each year: urgent action needed on neurological care,"The World Health Organization (WHO) today warns that less than one in three countries around the world has a national policy to address the growing burden of neurological disorders, responsible for over 11 million deaths globally each year. The WHO’s new Global status report on neurology released today shows that neurological conditions now affect more than 40% of the global population – over 3 billion people.",https://www.who.int/news/item/14-10-2025-11-million-lives-lost-each-year-urgent-action-needed-on-neurological-care
WHO,2025-10-13 09:19:27+00:00,Other,"Maldives becomes the first country to achieve ‘triple elimination’ of mother-to-child transmission of HIV, syphilis and hepatitis B","In a landmark public health achievement, the World Health Organization (WHO) has validated the Maldives for eliminating mother-to-child transmission (EMTCT) of hepatitis B, while maintaining its earlier validation (in 2019) for EMTCT of HIV and syphilis.",https://www.who.int/news/item/13-10-2025-maldives-becomes-the-first-country-to-achieve-triple-elimination-of-mother-to-child-transmission-of-hiv-syphilis-and-hepatitis-b
WHO,2025-10-13 07:22:00+00:00,Vaccination,WHO warns of widespread resistance to common antibiotics worldwide,"<p>One in six laboratory-confirmed bacterial infections causing common infections in people worldwide in 2023 were resistant to antibiotic treatments, according to a new World Health Organization (WHO) report launched today. Between 2018 and 2023, antibiotic resistance rose in over 40% of the pathogen-antibiotic combinations monitored, with an average annual increase of 5&ndash;15%.&nbsp;</p><p>Data reported to the WHO Global Antimicrobial Resistance and Use Surveillance System (GLASS) from over 100 countries cautions that increasing resistance to essential antibiotics poses a growing threat to global health.&nbsp;</p><p>The new <em><a href=""https://www.who.int/publications/i/item/9789240116337"">Global antibiotic resistance surveillance report 2025</a></em> presents, for the first time, resistance prevalence estimates across 22 antibiotics used to treat infections of the urinary and gastrointestinal tracts, the bloodstream and those used to treat gonorrhoea. The report covers 8 common bacterial pathogens &ndash; <em>Acinetobacter spp.</em>, <em>Escherichia coli</em>, <em>Klebsiella pneumoniae</em>, <em>Neisseria gonorrhoeae</em>, non-typhoidal <em>Salmonella spp.</em>, <em>Shigella spp.</em>, <em>Staphylococcus aureus</em> and <em>Streptococcus pneumoniae </em>&ndash;<em> </em>each linked to one or more of these infections.<br /></p><h2>The risk of antibiotic resistance varies across the world&nbsp;</h2><p>WHO estimates that antibiotic resistance is highest in the WHO South-East Asian and Eastern Mediterranean Regions, where 1 in 3 reported infections were resistant. In the African Region, 1 in 5 infections was resistant. Resistance is also more common and worsening in places where health systems lack capacity to diagnose or treat bacterial pathogens.&nbsp;</p><p>&ldquo;Antimicrobial resistance is outpacing advances in modern medicine, threatening the health of families worldwide,&rdquo; said Dr Tedros Adhanom Ghebreyesus, WHO Director-General. &ldquo;As countries strengthen their AMR surveillance systems, we must use antibiotics responsibly, and make sure everyone has access to the right medicines, quality-assured diagnostics, and vaccines. Our future also depends on strengthening systems to prevent, diagnose and treat infections and on innovating with next-generation antibiotics and rapid point-of-care molecular tests.&rdquo;</p><h2>Gram-negative bacterial pathogens are posing the greatest threat<br /></h2><p>The new report notes that drug-resistant Gram-negative bacteria are becoming more dangerous worldwide, with the greatest burden falling on countries least equipped to respond. Among these, <em>E. coli</em> and <em>K. pneumoniae</em> are the leading drug-resistant Gram-negative bacteria found in bloodstream infections. These are among the most severe bacterial infections that often result in sepsis, organ failure, and death. Yet more than 40% of <em>E. coli</em> and over 55% of <em>K. pneumoniae</em> globally are now resistant to third-generation cephalosporins, the first-choice treatment for these infections. In the African Region, resistance even exceeds 70%.&nbsp;</p><p>Other essential life-saving antibiotics, including carbapenems and fluoroquinolones, are losing effectiveness against <em>E. coli</em>, <em>K. pneumoniae</em>, <em>Salmonella</em>, and <em>Acinetobacter</em>. Carbapenem resistance, once rare, is becoming more frequent, narrowing treatment options and forcing reliance on last-resort antibiotics. And such antibiotics are costly, difficult to access, and often unavailable in low- and middle-income countries.<br /></p><h2>Welcome progress in AMR surveillance&nbsp;&ndash;&nbsp;<span style=""background-color: transparent; text-align: inherit; white-space: inherit;"">but more action needed</span></h2><p>Country participation in GLASS has increased over four-fold, from 25 countries in 2016 to 104 countries in 2023. However, 48% of countries did not report data to GLASS in 2023 and about half of the reporting countries still lacked the systems to generate reliable data. In fact, countries facing the largest challenges lacked the surveillance capacity to assess their antimicrobial resistance (AMR) situation.&nbsp;</p><p>The <a href=""https://www.who.int/news/item/26-09-2024-world-leaders-commit-to-decisive-action-on-antimicrobial-resistance"">political declaration on AMR</a> adopted at the United Nations General Assembly in 2024 set targets to address AMR through strengthening health systems and working with a &lsquo;One Health&rsquo; approach coordinating across human health, animal health, and environmental sectors. To combat the growing challenge of AMR, countries must commit to strengthening laboratory systems and generating reliable surveillance data, especially from underserved areas, to inform treatments and policies.<br /></p><p>WHO calls on all countries to report high-quality data on AMR and antimicrobial use to GLASS by 2030. Achieving this target will require concerted action to strengthen the quality, geographic coverage, and sharing of AMR surveillance data to track progress. Countries should scale up coordinated interventions designed to address antimicrobial resistance across all levels of healthcare and ensure that treatment guidelines and essential medicines lists align with local resistance patterns.</p><p>The report is accompanied by expanded digital content available in the WHO&rsquo;s <a href=""https://worldhealthorg.shinyapps.io/glass-dashboard/_w_3b6af0083a344c0b8a95743744e34736/#!/home"">GLASS dashboard</a>, which provides global and regional summaries, country profiles based on unadjusted surveillance coverage and AMR data, and detailed information on antimicrobial use.</p><p>&nbsp;</p>",https://www.who.int/news/item/13-10-2025-who-warns-of-widespread-resistance-to-common-antibiotics-worldwide
WHO,2025-10-06 13:18:40+00:00,Pandemic,WHO tobacco trends report: 1 in 5 adults still addicted to tobacco,"<p>The world is smoking less, but the tobacco epidemic is far from over. A new <a href=""https://www.who.int/publications/i/item/9789240116276"">WHO global report</a> shows the number of tobacco users has dropped from 1.38&nbsp;billion in 2000 to 1.2&nbsp;billion in 2024. Since 2010, the number of people using tobacco has dropped by 120 million &ndash; a 27% drop in relative terms. Yet, tobacco still hooks one in five adults worldwide, fuelling millions of preventable deaths every year.</p><p>&ldquo;Millions of people are stopping, or not taking up, tobacco use thanks to tobacco control efforts by countries around the world,&rdquo; said Dr Tedros Adhanom Ghebreyesus, WHO Director-General. &ldquo;In response to this strong progress, the tobacco industry is fighting back with new nicotine products, aggressively targeting young people. Governments must act faster and stronger in implementing proven tobacco control policies.&rdquo;</p><p>For the first time, WHO has estimated global e-cigarette use &ndash; and the numbers are alarming: more than 100&nbsp;million people worldwide are now vaping. This includes:</p><ul><li><strong>Adults:</strong> at least 86&nbsp;million users, mostly in high-income countries.</li><li><strong>Adolescents:</strong> at least 15&nbsp;million children (13&ndash;15 years) already using e-cigarettes. In countries with data, children are on average nine times more likely than adults to vape.</li></ul><p>The tobacco industry is introducing an incessant chain of new products and technologies for its aim to market tobacco addiction with not just cigarettes but also e-cigarettes, nicotine pouches, heated tobacco products among others, which all harm people&rsquo;s health, and more worryingly the health of new generations, youth and adolescents.</p><p>&ldquo;E-cigarettes are fuelling a new wave of nicotine addiction,&rdquo; said Etienne Krug, WHO Director of Health Determinants, Promotion and Prevention Department. &ldquo;They are marketed as harm reduction but, in reality, are hooking kids on nicotine earlier and risk undermining decades of progress.&rdquo;</p><h2>More women are quitting tobacco than men</h2><p>While there has been a steady decline in tobacco use for both men and women across all age-groups during 2000&ndash;2024, women have been leading the charge to quit tobacco. They hit the global reduction target for 2025 five years early, reaching the 30% milestone back in 2020. Prevalence of tobacco use among women dropped from 11% in 2010 to just 6.6% in 2024, with the number of female tobacco users falling from 277&nbsp;million in 2010 to 206&nbsp;million in 2024.</p><p>By contrast, men are not expected to reach the goal until 2031. Today, more than four out of five tobacco users worldwide are men, with just under 1&nbsp;billion men still using tobacco. While prevalence among men has fallen from 41.4% in 2010 to 32.5% in 2024, the pace of change is too slow.</p><h2>Regional picture</h2><ul><li><strong>South-East Asia:</strong> Once the world&rsquo;s hotspot, prevalence among men nearly halved &ndash; from 70% in 2000 to 37% in 2024. The Region alone accounts for over half of the global decline.</li><li><strong>Africa:</strong> Prevalence is the lowest of all regions at 9.5% in 2024, and the Region is on track to meet the 30% target. However, because of population growth, the absolute number of tobacco users continues to rise.</li><li><strong>Americas:</strong> The Region has achieved a 36% relative reduction, with prevalence dropping to 14% in 2024, though some countries still lack sufficient data.</li><li><strong>Europe:</strong> This is now the highest-prevalence Region globally, with 24.1% of adults using tobacco in 2024, with women in Europe having the highest global prevalence at 17.4%.</li><li><strong>Eastern Mediterranean:</strong> Prevalence is 18%, with tobacco use continuing to rise in some countries.</li><li><strong>Western Pacific:</strong> With 22.9% of adults using tobacco in 2024, down from 25.8% in 2010, the progress in this Region is the slowest. While women have low prevalence at 2.5%, men have the highest prevalence of all regions at 43.3%. </li></ul><h2>Actions needed</h2><p>WHO is urging governments everywhere to step up tobacco control. This means fully implementing and enforcing the MPOWER package and the WHO Framework Convention on Tobacco Control, closing loopholes that allow the tobacco and nicotine industries to target children, and regulating new nicotine products like e-cigarettes. It also means raising tobacco taxes, banning advertising, and expanding cessation services so that millions more people can quit.</p><p>&ldquo;Nearly 20% of adults people still use tobacco and nicotine products. We cannot let up now,&rdquo; said Jeremy Farrar, WHO Assistant Director-General for Health Promotion and Disease Prevention and Care. &ldquo;The world has made gains, but stronger, faster action is the only way to beat the tobacco epidemic.&rdquo;<br />&nbsp;</p><h3>Note to editors</h3><p>Findings of the new report titled, &ldquo;<em>WHO global report on trends in prevalence of tobacco use 2000&ndash;2024 and projections 2025&ndash;2030</em>&rdquo; are based on 2034 national surveys, covering 97% of the global population. The data underpin global reporting on SDG Target 3.a and the WHO NCD Global Action Plan, which aimed for a 30% relative reduction in tobacco use by 2025. Current progress: 27% reduction, falling short by 50&nbsp;million users.</p><p>&nbsp;</p>",https://www.who.int/news/item/06-10-2025-who-tobacco-trends-report-1-in-5-adults-still-addicted-to-tobacco
WHO,2025-10-03 13:55:25+00:00,Depression,Global health agencies issue new recommendations to help end deaths from postpartum haemorrhage,"<p>Through landmark new guidelines released today, leading reproductive health agencies are calling for a major shift in how postpartum haemorrhage (PPH) is prevented, diagnosed and treated. The recommendations highlight the urgent need for earlier detection and faster intervention &ndash; steps that could save the lives of tens of thousands of women each year.</p><p>Defined as excessive bleeding after childbirth, PPH affects millions of women annually and causes nearly 45&nbsp;000 deaths, making it one of the leading causes of maternal mortality globally. Even when not fatal, it can lead to lifelong physical and mental health impacts, from major organ damage to hysterectomies, anxiety and trauma.</p><p>&ldquo;Postpartum haemorrhage is the most dangerous childbirth complication since it can escalate with such alarming speed. While it is not always predictable, deaths are preventable with the right care,&rdquo; said Dr Jeremy Farrar, Assistant Director-General for Health Promotion and Disease Prevention and Care. &ldquo;These guidelines are designed to maximize impact where the burden is highest and resources are most limited &ndash; helping ensure more women survive childbirth and can return home safely to their families.&rdquo;</p><h2>New diagnostic criteria for rapid action</h2><p>Published by the World Health Organization (WHO), the International Federation of Gynecology and Obstetrics (FIGO) and the International Confederation of Midwives (ICM), the guidelines introduce new objective diagnostic criteria for detecting PPH, based on the <a href=""https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(25)01639-3/fulltext"" target=""_blank"">largest study</a> on the topic to date &ndash; also published today in The Lancet.</p><p>Many PPH cases occur without identifiable risk factors, meaning <strong>early detection and rapid response</strong> is critical. Yet in many settings, especially where healthcare resources and labour wards are overstretched, delays in treatment result in devastating consequences.</p><p>Typically, PPH has been diagnosed as a blood loss of 500 mL or more. Now, clinicians are also advised to act when the blood loss reaches 300 mL, and any abnormal vital signs have been observed. To diagnose PPH early, doctors and midwives are advised to monitor women closely after birth and use calibrated drapes &ndash; simple devices that collect and accurately quantify lost blood &ndash; so that they can act immediately when criteria are met.</p><p>The guidelines recommend the immediate deployment of the <strong><a href=""https://www.who.int/news/item/09-05-2023-lifesaving-solution-dramatically-reduces-severe-bleeding-after-childbirth"">MOTIVE bundle</a> of actions once PPH has been diagnosed. This includes:</strong></p><ul><li><strong>M</strong>assage of the uterus;</li><li><strong>O</strong>xytocic drugs to stimulate contractions;</li><li><strong>T</strong>ranexamic acid (TXA) to reduce bleeding;</li><li><strong>I</strong>ntravenous fluids;</li><li><strong>V</strong>aginal and genital tract examination; and</li><li><strong>E</strong>scalation of care if bleeding persists.</li></ul><p>In rare cases where bleeding continues, the guidelines recommend effective interventions such as surgery or blood transfusion to safely stabilize a woman&rsquo;s condition until further treatment becomes available.</p><p>&ldquo;Women affected by PPH need care that is fast, feasible, effective and drives progress towards eliminating PPH-related deaths,&rdquo; said Professor Anne Beatrice Kihara, President of FIGO. &ldquo;These guidelines take a proactive approach of readiness, recognition and response. They are designed to ensure real-world impact &ndash; empowering health workers to deliver the right care, at the right time, and in a wide range of contexts.&rdquo;</p><h2>Reducing risks through effective prevention</h2><p>The guidelines emphasize the importance of good antenatal and postnatal care to mitigate critical risk factors such as anaemia, which is highly prevalent in low- and lower-middle income countries. Anaemia increases the likelihood of PPH and worsens outcomes if it occurs. Recommendations for anaemic mothers include daily oral iron and folate during pregnancy and intravenous iron transfusions when rapid correction is needed, including after PPH, or, if oral therapy fails.</p><p>The publication also discourages unsafe practices such as routine episiotomies while promoting preventive techniques like perineal massage in late pregnancy, so as to reduce the likelihood of trauma and severe bleeding after birth.</p><p>During the third stage of labour, the guidelines recommend administering a quality-assured uterotonic to support uterine contraction, preferably oxytocin or heat-stable carbetocin as an alternative. If intravenous options are not available and the cold chain is unreliable, misoprostol may be used as a last resort.</p><p>&ldquo;Midwives know first-hand how quickly postpartum haemorrhage can escalate and cost lives,&rdquo; said Professor Jacqueline Dunkley-Bent OBE, ICM&rsquo;s Chief Midwife. &ldquo;These guidelines are a game-changer. But to end preventable deaths from PPH, we need more than evidence and protocols. We call on governments, health systems, donors, and partners to step up, adopt these recommendations, adopt them quickly, and invest in midwives and maternal care so that postpartum haemorrhage becomes a tragedy of the past.&rdquo;</p><p>The guidelines are accompanied by a <a href=""https://www.who.int/tools/bleeding-after-birth"">suite of training and implementation resources</a>, developed with partners including UNFPA. These tools consist of practical modules for frontline health workers, national-level guides for introducing new practices, and simulation-based training to strengthen emergency response.</p><p>These consolidated guidelines &ndash; the first to uniquely focus on PPH &ndash; are being launched at the 2025 FIGO World Congress in Cape Town, South Africa. They are a crucial step in the implementation of the <a href=""https://www.who.int/publications/i/item/9789240081802"">Global roadmap to combat postpartum haemorrhage </a> between 2023 and 2030.<br />&nbsp;</p><h3><strong>Notes for editors</strong></h3><p>The guidelines contain 51 recommendations, drawing together existing and new evidence-based recommendations relevant to preventing, diagnosing and treating PPH. </p><p>A <a href=""https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(25)01639-3/fulltext"" target=""_blank"">new study</a> from WHO and the UN Special Programme on Human Reproduction (HRP) on diagnostic accuracy of indicators of serious postpartum bleeding involving over 300 000 women across 23 countries was also published today in The Lancet: </p><p><em>Gallos I, Williams CR, Price MJ, Tobias A, Devall A, Allotey J et al. Prognostic accuracy of clinical markers of postpartum bleeding in predicting maternal mortality or severe morbidity: a WHO individual participant data meta-analysis. Lancet. 2025 (</em><em><a href=""https://doi.org/10.1016/S0140-6736(25)01639-3"" target=""_blank"">https://doi.org/10.1016/S0140-6736(25)01639-3</a></em><em>). </em></p><p>A commentary on the guidelines is also published today in the Lancet Global Health: <a href=""https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(25)00404-8/fulltext"" target=""_blank"">https://www.thelancet.com/journals/langlo/article/PIIS2214-109X(25)00404-8/fulltext&nbsp;</a></p><p>Funding for the guideline was provided through the Gates Foundation.</p><p>&nbsp;</p>",https://www.who.int/news/item/05-10-2025-global-health-agencies-issue-new-recommendations-to-help-end-deaths-from-postpartum-haemorrhage
WHO,2025-09-26 08:38:34+00:00,Vaccination,Recommendations announced for influenza vaccine composition for the 2026 southern hemisphere influenza season,The World Health Organization (WHO) today announced its recommendations for the viral composition of influenza vaccines for use in the 2026 influenza season in the southern hemisphere. The announcement was made at an Information Meeting after a 4-day Consultation on the Composition of Influenza Virus Vaccines.,https://www.who.int/news/item/26-09-2025-recommendations-announced-for-influenza-vaccine-composition-for-the-2026-southern-hemisphere-influenza-season
WHO,2025-09-25 21:44:39+00:00,Pandemic,Member States advance vital work in support of WHO Pandemic Agreement,"WHO Member States are actively progressing with the development of the Pathogens Access and Benefit Sharing (PABS) system, a key component of the WHO Pandemic Agreement aimed at ensuring equitable and timely sharing of pathogen materials and related benefits. This work follows the historic adoption of the WHO Pandemic Agreement and amendments to the International Health Regulations, marking significant steps toward global pandemic preparedness.",https://www.who.int/news/item/25-09-2025-member-states-advance-vital-work-in-support-of-who-pandemic-agreement
WHO,2025-09-25 20:41:54+00:00,Other,World leaders show strong support for political declaration on noncommunicable diseases and mental health,"World leaders have expressed overwhelming support for the text of the first United Nations global political declaration on responding to noncommunicable diseases (NCDs) and mental health in an integrated manner. The declaration, negotiated during a five-month intergovernmental process, will be considered at the 80th session of the General Assembly for final approval in October 2025.",https://www.who.int/news/item/26-09-2025-world-leaders-show-strong-support-for-political-declaration-on-noncommunicable-diseases-and-mental-health
WHO,2025-09-24 06:10:14+00:00,Vaccination,WHO statement on autism-related issues,"<p>The World Health Organization (WHO) emphasizes that there is currently no conclusive scientific evidence confirming a possible link between autism and use of acetaminophen (also known as paracetamol) during pregnancy.&nbsp;<br /></p><p>Globally, nearly 62 million people (1 in 127) have autism spectrum disorder, a diverse group of conditions related to development of the brain. Although awareness and diagnosis have improved in recent years, the exact causes of autism have not been established, and it is understood there are multiple factors that can be involved.&nbsp;&nbsp;</p><p>Extensive research has been undertaken over the past decade, including large-scale studies, looking into links between acetaminophen use during pregnancy and autism. At this time, no consistent association has been established.&nbsp;<br /></p><p>WHO recommends that all women continue to follow advice of their doctors or health workers, who can help assess individual circumstances and recommend necessary medicines. Any medicine should be used with caution during pregnancy, especially in the first three months, and in line with advice from health professionals.&nbsp;</p><p>Also, a robust, extensive evidence base exists showing childhood vaccines do not cause autism. Large, high-quality  studies from many countries have all reached the same conclusion. Original studies suggesting a link were flawed and have been discredited. Since 1999, independent experts advising WHO have repeatedly confirmed that vaccines&mdash;including those with thiomersal or aluminum&mdash;do not cause autism or other developmental disorders.  &nbsp;<br /></p><p>Childhood vaccine schedules are developed through a careful, extensive and evidence-based process involving global experts and country input. The childhood immunization schedule, carefully guided by WHO, has been adopted by all countries, and has saved at least 154 million lives over the past 50 years. The schedule remains essential for the health and wellbeing of every child and every community. These schedules have continually evolved with science and now safeguard children, adolescents and adults against 30 infectious diseases.&nbsp;&nbsp;</p><p>Every vaccine recommendation by the Strategic Advisory Group of Experts on Immunization (SAGE), an independent advisory group to WHO, is grounded in rigorous review of evidence and carefully designed to offer the best protection against serious diseases and to be delivered when most needed.&nbsp;&nbsp;&nbsp;<br /></p><p>When immunization schedules are delayed or disrupted, or altered without evidence review, there is a sharp increase in the risk of infection not only for the child, but also for the wider community. Infants too young to be vaccinated and people with weakened immune systems or underlying health conditions are at greatest risk.&nbsp;&nbsp;</p><p>Autism and neurodevelopmental disorders are among priority mental health and neurological conditions being discussed at the 4th UN High-Level Meeting on NCDs and mental health this Thursday, 25 September.&nbsp; As a global community, we need to do more to understand the causes of autism and how best to care for and support the needs of autistic people and their families.  &nbsp;<br /></p><p>WHO is committed to advancing this goal working together with partners including autistic-led organizations and other organizations representing persons with lived experience. WHO also stands with people who are living with autism and their families, a dignified community entitled to evidence-based considerations free of stigma.</p>",https://www.who.int/news/item/24-09-2025-who-statement-on-autism-related-issues
WHO,2025-09-23 12:00:22+00:00,Other,Uncontrolled high blood pressure puts over a billion people at risk,"The World Health Organization (WHO) today released its second Global hypertension report, showing that 1.4 billion people lived with hypertension in 2024, yet just over one in five have it under control either through medication or addressing modifiable health risks.",https://www.who.int/news/item/23-09-2025-uncontrolled-high-blood-pressure-puts-over-a-billion-people-at-risk
WHO,2025-09-22 15:26:44+00:00,Other,EU renews support for WHO’s Universal Health Coverage Partnership,WHO and the European Union (EU) have renewed their collaboration on achieving universal health coverage with the launch of Phase V (2025–2028) of the Universal Health Coverage (UHC) Partnership – WHO’s largest platform for strengthening health systems and advancing primary health care.,https://www.who.int/news/item/22-09-2025-eu-renews-support-for-who-s-universal-health-coverage-partnership
WHO,2025-09-19 14:07:54+00:00,Covid,Amended International Health Regulations enter into force,"Today marks a milestone in global health governance as the amendments to the International Health Regulations (IHR) enter into force. This reflects a renewed global commitment to cooperation in the face of public health emergencies, shaped by hard-earned lessons of the COVID-19 pandemic.",https://www.who.int/news/item/19-09-2025-amended-international-health-regulations-enter-into-force
